ID	Gene.symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
H3084A12_1	Arhgap5	0.307325	0.45028125	1.00460164953858	0.329057973626129	0.999805217187098	-4.62448972546814
H3093E07_1	Atp6v1a	-0.328775	0.041075	-1.00457459089993	0.329070637292862	0.999805217187098	-4.62449801075904
H3080B01_1	Dynlt3	-0.21515	-0.040625	-1.0045148828836	0.329098582355695	0.999805217187098	-4.62451629257112
H3051A06_1		0.1422	0.07429375	1.00426073499428	0.329217549593569	0.999805217187098	-4.62459409945789
H3039B12_1		0.198125	0.04805625	1.00379466495689	0.329435796971124	0.999805217187098	-4.62473674437655
H3049F01_1	Fancm	-0.286575	-0.0203625	-1.00331378572893	0.32966108607537	0.999805217187098	-4.62488386543377
H3131A03_1		-0.190575	0.024425	-1.00324810541318	0.329691865354669	0.999805217187098	-4.62490395534491
H3058C09_1	Jun	0.281625	0.44285625	1.00315480359276	0.329735592180643	0.999805217187098	-4.62493249212436
H3023F08_1	Cct5	-0.1432	-0.03790625	-1.00307986265619	0.329770716958733	0.999805217187098	-4.62495541158454
H3094H01_1		0.270125	0.03363125	1.00259784429511	0.32999670180479	0.999805217187098	-4.62510279578201
H3139A06_1	Cldn12	0.2603	0.12985	1.00250620645551	0.330039676761085	0.999805217187098	-4.62513080888899
H3125C07_1	Sidt2	0.172225	0.22910625	1.00217453158965	0.330195253722611	0.999805217187098	-4.62523218240592
H3015D03_1		0.3917	0.07004375	1.00216280805458	0.330200753764886	0.999805217187098	-4.62523576510308
H3064B03_1		-0.1789	0.0073375	-1.00216240033304	0.330200945046721	0.999805217187098	-4.62523588970164
H3158F10_1	1700040I03Rik	0.184475	-0.12995625	1.00177845681768	0.33038110614939	0.999805217187098	-4.62535320348622
H3152H04_1		0.16835	0.12988125	1.00144464761664	0.330537798611203	0.999805217187098	-4.62545516906735
H3110H04_1	Gats	0.2047	0.02763125	1.00133211892197	0.330590632202441	0.999805217187098	-4.62548953593368
H3043B06_1		-0.224725	0.0665625	-1.00119377567653	0.330655594197008	0.999805217187098	-4.62553178240094
H3040D10_1		-0.20455	-0.058425	-1.00107914241609	0.330709429483411	0.999805217187098	-4.62556678485468
H3135C09_1	TUBB///TUBB///Tubb5///Tubb5	-0.146475	-0.12005	-1.00095253481067	0.330768895467827	0.999805217187098	-4.62560543980401
H3074E08_1		-0.307175	-0.013475	-1.00064291291058	0.330914352690819	0.999805217187098	-4.62569995465545
H3001C06_1	Wdr74	-0.17235	0.0579125	-1.00058477817112	0.330941668826305	0.999805217187098	-4.62571769815353
H3073C05_1	Rnf41	-0.252625	-0.0251	-1.00045577984536	0.331002287755072	0.999805217187098	-4.62575706717048
H3158C12_1	Aspm	-0.28585	-1.043375	-1.0002819489731	0.331083986780826	0.999805217187098	-4.62581011211106
H3086D04_1		-0.180875	0.015475	-1.00012932861512	0.331155728758129	0.999805217187098	-4.6258566784297
H3116A04_1	Sparc	0.438325	1.18134375	1.00009204400863	0.331173256730549	0.999805217187098	-4.62586805353633
H3125E09_1	Slc8a1	0.232425	0.06916875	0.999857596976346	0.331283488268117	0.999805217187098	-4.62593957274043
H3049C11_1	Glod4	0.13685	0.11629375	0.999843381896857	0.331290172698586	0.999805217187098	-4.62594390868092
H3124G05_1		0.192625	0.14575	0.999534633516191	0.331435380490852	0.999805217187098	-4.62603807197881
H3121H04_1	Pes1///Gal3st1	0.16295	0.069375	0.999388210093084	0.331504260721298	0.999805217187098	-4.62608272050276
H3030H03_1	Supt16h	-0.224325	-0.18958125	-0.999287329535213	0.331551722628263	0.999805217187098	-4.62611347866048
H3092E06_1	Arhgap26	-0.2542	-0.00301875	-0.999258787420069	0.331565151884135	0.999805217187098	-4.62612218060123
H3074H09_1	Naalad2	-0.166975	-0.00957500000000001	-0.99923758511113	0.33157512796011	0.999805217187098	-4.62612864464567
H3018A07_1	Ppp4c	-0.37465	-0.02534375	-0.999186699846374	0.331599071274659	0.999805217187098	-4.62614415781278
H3063E03_1		0.19245	0.35549375	0.999133795237308	0.331623966052982	0.999805217187098	-4.6261602859271
H3065D11_1	Crnkl1///Crnkl1	0.14265	0.19613125	0.999124172991372	0.331628494035838	0.999805217187098	-4.62616321922035
H3092H06_1	Mbd3l2	0.263125	0.0502125	0.999020499179781	0.33167728304172	0.999805217187098	-4.62619482220232
H3007E07_1		0.2338	0.08360625	0.998991702225904	0.331690835815686	0.999805217187098	-4.62620359993044
H3025G12_1		-0.17855	-0.24465	-0.998827542752532	0.331768101998218	0.999805217187098	-4.62625363418123
H3158D07_1	Sec22b	0.175225	0.06466875	0.998660372798772	0.331846798168842	0.999805217187098	-4.62630457912287
H3119G08_1	Gsta4///Gsta4	0.31095	0.71465625	0.998531562500521	0.331907445285585	0.999805217187098	-4.62634382925011
H3031A08_1	Polr2e	0.219625	-0.1977625	0.998080720668094	0.332119774364529	0.999805217187098	-4.6264811740136
H3025E04_1	Nid1	0.29865	-0.52288125	0.998033254604427	0.332142134607463	0.999805217187098	-4.62649563117063
H3138G07_1	Vps26a	-0.139325	0.08846875	-0.998010614108049	0.332152800432159	0.999805217187098	-4.62650252678889
H3143B08_1	Eif4g1	-0.2338	-0.37665625	-0.997970137017717	0.33217186958785	0.999805217187098	-4.62651485458309
H3092H12_1		0.2223	-0.07064375	0.997922184447701	0.332194461512675	0.999805217187098	-4.62652945859967
H3076H06_1	Ak3l1	0.18285	0.04158125	0.997884351259542	0.332212286649829	0.999805217187098	-4.62654098034247
H3134H03_1		0.2897	0.0362625	0.997815753865015	0.332244608084356	0.999805217187098	-4.62656187012919
H3156D01_1	2410166I05Rik	0.3028	0.162625	0.997565568532896	0.332362508120181	0.999805217187098	-4.62663804851366
H3046B06_1		-0.350325	0.04146875	-0.997307887331127	0.332483971363285	0.999805217187098	-4.62671649304244
H3105C09_1		-0.165025	-0.0737125	-0.997006049774393	0.332626288310027	0.999805217187098	-4.62680835887481
H3111E01_1	Coq4	-0.20195	0.20299375	-0.996770427397322	0.332737414461136	0.999805217187098	-4.62688005603599
H3038A02_1		-0.211425	0.0973375	-0.996701386102785	0.332769981227202	0.999805217187098	-4.62690106188839
H3134F02_1	Sin3a///Sin3a	-0.148625	-0.08838125	-0.99654384030005	0.332844303948598	0.999805217187098	-4.62694899084989
H3037E11_1		0.169225	0.05151875	0.996499537445487	0.332865206060721	0.999805217187098	-4.6269624676589
H3110B04_1	Lrrc26	-0.2227	0.0273375	-0.996365323366243	0.332928533974654	0.999805217187098	-4.62700329224193
H3121A10_1	Pea15a	0.292425	0.4377375	0.996289313376079	0.332964402480403	0.999805217187098	-4.62702641060304
H3100H08_1	Arhgap17	0.2022	0.05576875	0.996258094822612	0.332979135053071	0.999805217187098	-4.62703590527812
H3001A12_1	Brd4	0.185775	-0.02805625	0.996067943980572	0.333068880407483	0.999805217187098	-4.62709373169491
H3093B10_1	Krr1	0.15735	-0.01215625	0.995952516252065	0.333123367043758	0.999805217187098	-4.62712882981987
H3032F10_1		0.186025	0.041525	0.995788328364867	0.333200881277987	0.999805217187098	-4.62717874874409
H3141G08_1		-0.164525	0.02333125	-0.995782230017169	0.333203760594239	0.999805217187098	-4.62718060272832
H3109A05_1	EG621324///Cd24a	0.3606	-0.27125	0.995780073141736	0.333204778960579	0.999805217187098	-4.62718125844684
H3053H10_1	Rspo2	0.263575	-0.01911875	0.995502150661779	0.333336018058032	0.999805217187098	-4.62726574085815
H3079D12_1	Pld3	0.30295	0.5615125	0.995183720736529	0.333486430031704	0.999805217187098	-4.62736251303528
H3030B12_1	Mageb16///2410003J06Rik	0.2012	-0.00986875	0.995078066478056	0.333536346889515	0.999805217187098	-4.62739461622942
H3063B10_1	Fbxw15	-0.202425	-0.01668125	-0.99505145825248	0.33354891890021	0.999805217187098	-4.62740270073812
H3018E09_1	Actn1	0.1971	-0.1555125	0.99497960269426	0.333582871300496	0.999805217187098	-4.62742453208729
H3088E07_1	Chka	0.256775	0.0229125	0.994899630271168	0.333620661848641	0.999805217187098	-4.62744882801345
H3135H12_1		0.314475	-0.04175	0.994705982914753	0.333712181351726	0.999805217187098	-4.62750765222347
H3031E07_1	Myg1	0.172775	-0.107275	0.994629584314427	0.333748292878261	0.999805217187098	-4.62753085724024
H3058B01_1	Cttnbp2nl	-0.1798	0.21344375	-0.994316010703176	0.333896539301943	0.999805217187098	-4.62762608566289
H3079F02_1	Hace1	-0.1698	-0.06119375	-0.994200748190643	0.333951042935118	0.999805217187098	-4.62766108330834
H3033D06_1	Pgm1	0.279825	-0.037525	0.993790762173186	0.334144961717736	0.999805217187098	-4.62778554229324
H3021D05_1	Cul2	-0.1545	-0.10243125	-0.99363828967512	0.334217099670643	0.999805217187098	-4.6278318175169
H3042C06_1	Ank	0.211525	0.7756875	0.993610183013998	0.334230398718439	0.999805217187098	-4.62784034722345
H3046H10_1	Upf3b	0.146725	0.0944	0.993136324553623	0.334454667228546	0.999805217187098	-4.62798412243026
H3071A09_1	Spc25	-0.342	-0.814525	-0.993041963714985	0.334499339094539	0.999805217187098	-4.62801274613471
H3066C11_1	Taf3	-0.167175	-0.10405	-0.992942387080349	0.334546484741321	0.999805217187098	-4.62804294960895
H3041H03_1		0.2224	-0.0988	0.992798487231016	0.3346146239413	0.999805217187098	-4.62808659278663
H3093B11_1	Tmem57	0.16675	0.085575	0.992794769053088	0.334616384695405	0.999805217187098	-4.62808772039907
H3105A06_1	Edil3	-0.264325	0.01311875	-0.992781940456431	0.334622459765062	0.999805217187098	-4.62809161090326
H3063E04_1		-0.206625	-0.03833125	-0.992761493894431	0.334632142534351	0.999805217187098	-4.62809781160859
H3110G06_1	Mif4gd	0.166575	-0.02816875	0.992676644282702	0.334672326414204	0.999805217187098	-4.62812354232457
H3046E03_1		-0.199075	0.03540625	-0.992669989334972	0.334675478270417	0.999805217187098	-4.62812556036718
H3025E07_1	Adprh	0.137275	0.068575	0.992583448789354	0.334716466719101	0.999805217187098	-4.62815180186866
H3026A05_1	Alx1	-0.3113	-0.08635625	-0.99253585371913	0.334739010811695	0.999805217187098	-4.62816623322282
H3066E05_1		0.192625	0.0743875	0.992313507205285	0.334844342570798	0.999805217187098	-4.62823364367703
H3131B10_1	Iars	-0.1621	-0.20070625	-0.992258625105742	0.334870345335085	0.999805217187098	-4.62825028079716
H3007G02_1		0.191175	4.37499999999955e-05	0.992028095775196	0.334979584038713	0.999805217187098	-4.62832015593196
H3051A08_1	Nploc4	0.188725	-0.1768375	0.991993910575784	0.334995785177494	0.999805217187098	-4.62833051658927
H3019C01_1	Ahctf1	-0.2662	0.102325	-0.991930656149023	0.335025764330362	0.999805217187098	-4.62834968661565
H3099E05_1	Prune	0.22385	0.08619375	0.99190693338617	0.335037008113248	0.999805217187098	-4.62835687583138
H3104E06_1	Abcc1	0.209725	0.03015625	0.99183981062819	0.335068823452659	0.999805217187098	-4.62837721671486
H3141D12_1	Slmap	0.28855	-0.20228125	0.991476494862669	0.335241067330609	0.999805217187098	-4.62848729644337
H3055E04_1		-0.312525	0.08026875	-0.991423894817868	0.33526600956178	0.999805217187098	-4.62850323081278
H3018G11_1	Usp15	-0.156675	-0.02188125	-0.991213620192582	0.335365731956281	0.999805217187098	-4.62856692336294
H3154D09_1	Jarid1a	0.18835	0.14980625	0.991183307887296	0.335380109233023	0.999805217187098	-4.62857610410354
H3084C08_1	Cggbp1	-0.203275	-0.062125	-0.991117854528318	0.335411155560685	0.999805217187098	-4.62859592729441
H3090F10_1		-0.235575	-0.0362625	-0.991025745284301	0.335454848922288	0.999805217187098	-4.6286238216711
H3081D04_1	Blzf1	0.16735	0.0645875	0.990901059543275	0.335514001780127	0.999805217187098	-4.62866157814729
H3014F07_1	Mtmr7	-0.3263	-0.0343125	-0.99080036022732	0.33556178044463	0.999805217187098	-4.62869206838865
H3116F10_1	C530047H08Rik///Rbm16	-0.23205	0.11754375	-0.990672493548439	0.335622456046978	0.999805217187098	-4.62873078085393
H3038F12_1	D8Ertd82e	0.3462	0.23950625	0.990530729558033	0.335689735229074	0.999805217187098	-4.62877369605171
H3032H08_1	2010111I01Rik	0.2792	0.06365	0.990497880007178	0.335705326510384	0.999805217187098	-4.6287836396454
H3053D09_1	Ccdc117	0.220375	0.0902125	0.990431830670907	0.335736676840837	0.999805217187098	-4.62880363203415
H3033B07_1		-0.3253	-0.008575	-0.990316687350299	0.3357913345499	0.999805217187098	-4.62883848201478
H3083H07_1		0.19165	0.0839625	0.990209894247047	0.335842034047812	0.999805217187098	-4.62887080171016
H3152F09_1	Cdc27	-0.15615	-0.18935	-0.989756400511671	0.336057387747843	0.999805217187098	-4.62900801462535
H3119D05_1	Thap2	0.227325	0.09735	0.989706429251276	0.336081123865535	0.999805217187098	-4.62902313121403
H3153E08_1	Mapkapk2	0.203775	-0.08343125	0.989661968829913	0.336102243348164	0.999805217187098	-4.62903658021868
H3151D03_1	Kif1b	0.2027	0.66703125	0.989263432217696	0.336291596800277	0.999805217187098	-4.62915711305768
H3107F04_1		-0.21705	-0.04870625	-0.989122502041525	0.336358573697784	0.999805217187098	-4.62919972628477
H3151G07_1	Tgds	0.15595	0.08803125	0.989088980519476	0.336374506137224	0.999805217187098	-4.62920986149753
H3080B05_1	Mettl6	-0.19655	0.000425	-0.988985798018679	0.336423551052882	0.999805217187098	-4.62924105690538
H3106E09_1	Fancg	0.20795	-0.02103125	0.988900791048122	0.336463960503446	0.999805217187098	-4.62926675526467
H3004E10_1	Suclg2	0.197075	-0.0918125	0.988875225848201	0.336476114003653	0.999805217187098	-4.62927448349776
H3049F10_1	Mkrn2	0.174425	-0.017875	0.988573511599283	0.336619569885369	0.999805217187098	-4.629365677885
H3009H02_1	Rufy3	0.35035	0.67991875	0.988453919314599	0.336676444210728	0.999805217187098	-4.62940181885707
H3078H06_1		-0.1603	-0.1049875	-0.988160273245406	0.336816121595042	0.999805217187098	-4.62949054399046
H3079H12_1		0.219225	-0.04525625	0.988139116022084	0.336826186929562	0.999805217187098	-4.62949693581144
H3084A06_1		0.199275	0.02754375	0.988086776791256	0.336851087693416	0.999805217187098	-4.62951274756609
H3028A02_1	Sh2b3	-0.237875	0.07965	-0.987921505237894	0.33692972528304	0.999805217187098	-4.62956267183891
H3132D01_1	Smarca2///Smarca4	0.22915	0.45909375	0.987830379777994	0.336973089039289	0.999805217187098	-4.62959019556993
H3039D06_1		0.2064	0.100425	0.987742223776301	0.337015043443105	0.999805217187098	-4.62961682042421
H3158E07_1	Sppl3	0.211475	0.1970875	0.987731181198043	0.337020298984496	0.999805217187098	-4.62962015536412
H3022D02_1	Alg5	0.2194	-0.04506875	0.987649219786623	0.337059309022911	0.999805217187098	-4.62964490736092
H3150H07_1	Gata6	0.1932	0.0932875	0.987322241212483	0.337214967960739	0.999805217187098	-4.62974363678284
H3110E02_1		-0.1886	0.0377875	-0.9871588603005	0.337292764694373	0.999805217187098	-4.6297929587555
H3051E06_1	Miox	-0.34015	-0.04593125	-0.987127870099316	0.337307522648901	0.999805217187098	-4.62980231342735
H3137D12_1	Vkorc1	0.225325	0.1284125	0.987081797448384	0.337329463906463	0.999805217187098	-4.62981622042883
H3151B06_1		-0.365225	-0.0895875	-0.98704322366439	0.337347834734306	0.999805217187098	-4.62982786349367
H3071H03_1		0.2182	0.01660625	0.986748049910242	0.337488434906626	0.999805217187098	-4.62991694606865
H3014D11_1	Ssr1	-0.141275	-0.21804375	-0.986576344364677	0.337570242312623	0.999805217187098	-4.62996875627475
H3080D01_1	UBC///UBC///UBA52///LOC281370///Ubb///Uba52///Ubb///UBC///UBB///UBA52///RPS27A///UBC///MGC53081	0.25195	0.2758375	0.98561479286599	0.338028620502061	0.999805217187098	-4.63025875725485
H3152G05_1		0.172125	0.01473125	0.985572494450651	0.338048794441964	0.999805217187098	-4.63027150901433
H3015B11_1	Rnmt	0.149125	0.13505625	0.985241011953768	0.338206921919401	0.999805217187098	-4.63037142597645
H3080G11_1	Satb1	0.167725	0.1217	0.985225424672522	0.338214358811683	0.999805217187098	-4.63037612368855
H3109E04_1	Aco2	0.18665	0.0232625	0.985190184096933	0.338231172965046	0.999805217187098	-4.63038674430807
H3098B10_1	C530043G21Rik	-0.157675	-0.0310625	-0.98489306540916	0.338372958913545	0.999805217187098	-4.63047627601543
H3144H02_1	Atrnl1	0.335675	-0.01275625	0.984587876765866	0.338518639143936	0.999805217187098	-4.63056821645415
H3139H03_1		0.2806	0.02880625	0.984571993325215	0.3385262222233	0.999805217187098	-4.63057300082491
H3025H12_1	Mfsd1	0.1991	0.27773125	0.984490638412929	0.338565064584457	0.999805217187098	-4.63059750536
H3131D10_1		-0.224025	-0.05258125	-0.984487364735098	0.338566627645363	0.999805217187098	-4.6305984913746
H3107G09_1		-0.164075	-0.10301875	-0.984118080391218	0.338742979744467	0.999805217187098	-4.63070970065188
H3033B12_1	Eif2b5	0.195025	0.0122	0.983967260030963	0.338815022622786	0.999805217187098	-4.63075511009123
H3034H07_1		0.173375	0.04390625	0.98392438039384	0.338835507041482	0.999805217187098	-4.63076801937853
H3083D05_1	D6Wsu163e	0.177625	0.11295	0.9838740713835	0.338859541716941	0.999805217187098	-4.63078316475588
H3123H01_1	Hsd17b10	0.27535	0.1031125	0.98370211834932	0.33894169972469	0.999805217187098	-4.63083492591538
H3134E11_1	Gpr125	0.1604	-0.21126875	0.983435927066784	0.339068911595945	0.999805217187098	-4.63091503998126
H3098C02_1		0.148325	-0.0796	0.983375021018972	0.339098023071114	0.999805217187098	-4.63093336802932
H3047D04_1		0.16085	-0.00908125	0.982990382664776	0.339281910350884	0.999805217187098	-4.63104909318983
H3045G06_1	Tpr	-0.2384	-0.22785625	-0.982891450112885	0.339329219128958	0.999805217187098	-4.63107885277813
H3115H07_1	Prx	0.229475	0.13941875	0.982800661449603	0.339372637618379	0.999805217187098	-4.6311061604699
H3056C06_1		-0.15135	0.0463125	-0.982773376892214	0.339385686859231	0.999805217187098	-4.63111436679866
H3055B09_1	Rod1	-0.3107	-0.4577125	-0.982737547373517	0.339402823385958	0.999805217187098	-4.63112514289705
H3113F05_1		-0.198875	-0.3171	-0.982682251397059	0.339429271508147	0.999805217187098	-4.63114177310228
H3147A06_1		-0.24365	-0.000849999999999992	-0.982259187451881	0.339631671078824	0.999805217187098	-4.63126898375368
H3048G07_1	Dnmt3b	-0.193575	0.0251875	-0.982247957757967	0.339637044666161	0.999805217187098	-4.63127235978697
H3152A11_1		-0.21475	-0.2939625	-0.981985721824558	0.339762545621762	0.999805217187098	-4.63135118795952
H3121C03_1	Eef1a1-ps1///Eef1a1	-0.146425	-0.063075	-0.98189545970906	0.339805750785495	0.999805217187098	-4.63137831677856
H3001E09_1		-0.329275	-0.196225	-0.981885717604215	0.33981041420314	0.999805217187098	-4.63138124470428
H3100B01_1	1110039B18Rik	-0.241075	-0.05269375	-0.981552091623657	0.339970143553879	0.999805217187098	-4.63148149943511
H3020A04_1	Phf20	-0.178425	-0.30769375	-0.981295396342696	0.34009307665177	0.999805217187098	-4.63155861745201
H3042F09_1	Dusp19	0.14765	0.119975	0.981132970963646	0.340170879289906	0.999805217187098	-4.63160740576821
H3101G06_1	Nuf2	-0.1791	-0.310575	-0.980937736192148	0.340264414248688	0.999805217187098	-4.63166604040133
H3131C08_1	D030074E01Rik	-0.200225	-0.0862125	-0.98066598979602	0.340394635019101	0.999805217187098	-4.6317476377557
H3119C11_1		-0.139275	-0.345775	-0.980607917414841	0.340422467792747	0.999805217187098	-4.6317650727592
H3030F08_1	2900010J23Rik	0.13575	-0.03775625	0.980549482032755	0.340450476147788	0.999805217187098	-4.63178261589143
H3086D10_1		-0.2548	-0.04345625	-0.980442304866015	0.340501850850832	0.999805217187098	-4.63181478977197
H3027D09_1	Marcksl1	0.280325	0.469775	0.980400063204574	0.340522100612854	0.999805217187098	-4.63182746964855
H3008D10_1	Pigyl	0.252125	-0.02469375	0.980163631207793	0.340635456644586	0.999805217187098	-4.63189843227199
H3122F08_1	Mbtd1	0.2711	0.1532625	0.980156861623488	0.340638702672596	0.999805217187098	-4.63190046388613
H3124E12_1	Dbi	0.2197	0.28271875	0.980031831798088	0.340698658582565	0.999805217187098	-4.63193798441073
H3022E11_1	B4galt7	0.16485	0.105725	0.979347611764504	0.341026894976014	0.999805217187098	-4.63214324423793
H3050H03_1	Abhd4	0.3609	0.905425	0.979344748960782	0.341028268793337	0.999805217187098	-4.63214410280611
